Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power,Temp_diff,Tool_Torque
2,299.8,309.4,1423,42.9,124,0,0,0,0,0,0,61046.7,9.599999999999966,5319.599999999999
3,299.7,309.3,1434,38.5,127,0,0,0,0,0,0,55209.0,9.600000000000023,4889.5
3,299.7,309.3,1779,25.5,129,0,0,0,0,0,0,45364.5,9.600000000000023,3289.5
3,299.7,309.3,1417,54.6,131,0,0,0,0,0,0,77368.2,9.600000000000023,7152.6
3,299.6,309.2,1425,45.9,133,0,0,0,0,0,0,65407.5,9.599999999999966,6104.7
2,299.7,309.2,1597,32.9,135,0,0,0,0,0,0,52541.299999999996,9.5,4441.5
3,299.7,309.2,1346,57.4,138,0,0,0,0,0,0,77260.4,9.5,7921.2
3,299.7,309.2,1422,40.4,140,0,0,0,0,0,0,57448.799999999996,9.5,5656.0
1,299.7,309.2,1572,32.8,142,0,0,0,0,0,0,51561.6,9.5,4657.599999999999
3,299.7,309.2,1412,45.4,147,0,0,0,0,0,0,64104.799999999996,9.5,6673.8
2,299.7,309.1,1576,36.4,149,0,0,0,0,0,0,57366.399999999994,9.400000000000034,5423.599999999999
2,299.7,309.1,1508,41.2,152,0,0,0,0,0,0,62129.600000000006,9.400000000000034,6262.400000000001
2,299.8,309.1,1496,44.4,155,0,0,0,0,0,0,66422.4,9.300000000000011,6882.0
3,299.8,309.2,1572,35.4,158,0,0,0,0,0,0,55648.799999999996,9.399999999999977,5593.2
3,299.6,309.0,1525,42.8,160,0,0,0,0,0,0,65269.99999999999,9.399999999999977,6848.0
3,299.6,309.0,1378,51.9,162,0,0,0,0,0,0,71518.2,9.399999999999977,8407.8
3,299.6,309.1,1369,51.4,164,0,0,0,0,0,0,70366.59999999999,9.5,8429.6
3,299.6,309.1,1476,45.3,166,0,0,0,0,0,0,66862.8,9.5,7519.799999999999
3,299.7,309.2,1620,30.0,168,0,0,0,0,0,0,48600.0,9.5,5040.0
2,299.7,309.1,1603,38.5,170,0,0,0,0,0,0,61715.5,9.400000000000034,6545.0
3,299.7,309.2,1411,46.1,173,0,0,0,0,0,0,65047.1,9.5,7975.3
3,299.7,309.2,1616,31.6,175,0,0,0,0,0,0,51065.600000000006,9.5,5530.0
3,299.7,309.2,1631,35.1,177,0,0,0,0,0,0,57248.100000000006,9.5,6212.7
2,299.7,309.2,1685,28.9,179,1,0,0,0,0,0,48696.5,9.5,5173.099999999999
1,299.7,309.2,1456,40.6,182,0,0,0,0,0,0,59113.6,9.5,7389.2
3,299.7,309.1,1417,50.1,187,0,0,0,0,0,0,70991.7,9.400000000000034,9368.7
2,299.7,309.1,1851,24.7,189,0,0,0,0,0,0,45719.7,9.400000000000034,4668.3
3,299.7,309.1,1715,27.8,192,0,0,0,0,0,0,47677.0,9.400000000000034,5337.6
1,299.6,309.1,1630,32.3,194,0,0,0,0,0,0,52648.99999999999,9.5,6266.2
3,299.7,309.2,1478,38.8,199,0,0,0,0,0,0,57346.399999999994,9.5,7721.2
3,299.7,309.2,1781,29.6,201,0,0,0,0,0,0,52717.600000000006,9.5,5949.6
3,299.8,309.2,1439,36.1,203,0,0,0,0,0,0,51947.9,9.399999999999977,7328.3
2,299.7,309.2,1412,45.3,205,0,0,0,0,0,0,63963.6,9.5,9286.5
3,299.7,309.1,1483,41.1,208,0,0,0,0,0,0,60951.3,9.400000000000034,8548.800000000001
3,299.8,309.2,1400,42.6,210,0,0,0,0,0,0,59640.0,9.399999999999977,8946.0
3,299.8,309.3,1299,65.1,212,1,0,0,0,1,0,84564.9,9.5,13801.199999999999
3,299.8,309.2,1479,44.4,214,0,0,0,0,0,0,65667.59999999999,9.399999999999977,9501.6
3,299.8,309.2,1491,47.5,216,0,0,0,0,0,0,70822.5,9.399999999999977,10260.0
2,299.9,309.3,1389,52.8,0,0,0,0,0,0,0,73339.2,9.400000000000034,0.0
2,299.9,309.4,1399,54.8,3,0,0,0,0,0,0,76665.2,9.5,164.39999999999998
2,299.9,309.4,1889,26.0,6,0,0,0,0,0,0,49114.0,9.5,156.0
3,300.0,309.5,1925,21.9,9,0,0,0,0,0,0,42157.5,9.5,197.1
3,300.0,309.5,1675,30.2,11,0,0,0,0,0,0,50585.0,9.5,332.2
2,300.0,309.6,1477,38.1,13,0,0,0,0,0,0,56273.700000000004,9.600000000000023,495.3
3,300.0,309.6,1364,45.9,16,0,0,0,0,0,0,62607.6,9.600000000000023,734.4
3,299.9,309.5,1451,39.4,18,0,0,0,0,0,0,57169.4,9.600000000000023,709.1999999999999
3,299.9,309.4,1467,41.2,20,0,0,0,0,0,0,60440.4,9.5,824.0
3,299.9,309.4,1858,22.5,22,0,0,0,0,0,0,41805.0,9.5,495.0
3,300.1,309.4,1559,39.7,24,0,0,0,0,0,0,61892.3,9.299999999999955,952.8000000000001
3,300.1,309.4,1560,47.7,26,0,0,0,0,0,0,74412.0,9.299999999999955,1240.2
3,300.1,309.4,1453,47.6,28,0,0,0,0,0,0,69162.8,9.299999999999955,1332.8
3,300.1,309.4,1464,41.7,30,0,0,0,0,0,0,61048.8,9.299999999999955,1251.0
3,300.0,309.4,1308,50.2,32,0,0,0,0,0,0,65661.6,9.399999999999977,1606.4
3,300.1,309.5,1353,50.9,34,0,0,0,0,0,0,68867.7,9.399999999999977,1730.6
2,300.2,309.6,1556,35.8,36,0,0,0,0,0,0,55704.799999999996,9.400000000000034,1288.8
3,300.2,309.5,2183,17.8,39,0,0,0,0,0,0,38857.4,9.300000000000011,694.2
2,300.2,309.6,1491,41.8,41,0,0,0,0,0,0,62323.799999999996,9.400000000000034,1713.8
2,300.2,309.6,1528,35.1,44,0,0,0,0,0,0,53632.8,9.400000000000034,1544.4
3,300.2,309.6,1430,52.7,47,0,0,0,0,0,0,75361.0,9.400000000000034,2476.9
3,300.2,309.5,1495,32.6,49,0,0,0,0,0,0,48737.0,9.300000000000011,1597.4
2,300.2,309.5,1630,28.3,51,0,0,0,0,0,0,46129.0,9.300000000000011,1443.3
2,300.3,309.6,1524,38.4,54,0,0,0,0,0,0,58521.6,9.300000000000011,2073.6
3,300.3,309.6,1326,52.4,57,0,0,0,0,0,0,69482.4,9.300000000000011,2986.7999999999997
1,300.3,309.5,1438,44.0,59,0,0,0,0,0,0,63272.0,9.199999999999989,2596.0
3,300.4,309.6,1356,45.9,64,0,0,0,0,0,0,62240.4,9.200000000000045,2937.6
1,300.4,309.6,1416,43.3,66,0,0,0,0,0,0,61312.799999999996,9.200000000000045,2857.7999999999997
3,300.4,309.7,1584,32.6,71,0,0,0,0,0,0,51638.4,9.300000000000011,2314.6
3,300.3,309.6,1597,31.8,73,0,0,0,0,0,0,50784.6,9.300000000000011,2321.4
3,300.4,309.6,1553,43.9,75,0,0,0,0,0,0,68176.7,9.200000000000045,3292.5
2,300.3,309.5,1405,49.4,77,0,0,0,0,0,0,69407.0,9.199999999999989,3803.7999999999997
3,300.2,309.5,1539,35.3,80,0,0,0,0,0,0,54326.7,9.300000000000011,2824.0
2,300.3,309.6,1398,53.7,82,0,0,0,0,0,0,75072.6,9.300000000000011,4403.400000000001
3,300.3,309.6,1568,39.6,85,0,0,0,0,0,0,62092.8,9.300000000000011,3366.0
3,300.3,309.6,1404,44.6,87,0,0,0,0,0,0,62618.4,9.300000000000011,3880.2000000000003
2,300.2,309.5,1500,45.7,89,0,0,0,0,0,0,68550.0,9.300000000000011,4067.3
2,300.2,309.5,1642,28.8,92,0,0,0,0,0,0,47289.6,9.300000000000011,2649.6
2,300.3,309.6,1509,46.6,95,0,0,0,0,0,0,70319.40000000001,9.300000000000011,4427.0
3,300.2,309.5,1343,50.2,98,0,0,0,0,0,0,67418.6,9.300000000000011,4919.6
3,300.1,309.5,1450,40.1,100,0,0,0,0,0,0,58145.0,9.399999999999977,4010.0
3,300.0,309.4,1460,43.5,102,0,0,0,0,0,0,63510.0,9.399999999999977,4437.0
3,300.0,309.3,1364,41.2,104,0,0,0,0,0,0,56196.8,9.300000000000011,4284.8
2,299.9,309.3,1452,41.9,106,0,0,0,0,0,0,60838.799999999996,9.400000000000034,4441.4
3,299.9,309.3,1471,41.8,109,0,0,0,0,0,0,61487.799999999996,9.400000000000034,4556.2
3,299.9,309.2,1598,34.6,111,0,0,0,0,0,0,55290.8,9.300000000000011,3840.6000000000004
3,299.8,309.1,1772,24.8,113,0,0,0,0,0,0,43945.6,9.300000000000011,2802.4
3,299.9,309.2,1761,25.6,115,0,0,0,0,0,0,45081.600000000006,9.300000000000011,2944.0
2,300.0,309.3,1413,40.7,117,0,0,0,0,0,0,57509.100000000006,9.300000000000011,4761.900000000001
3,300.0,309.3,1887,22.6,120,0,0,0,0,0,0,42646.200000000004,9.300000000000011,2712.0
3,300.0,309.3,1395,56.5,122,0,0,0,0,0,0,78817.5,9.300000000000011,6893.0
2,300.1,309.4,1569,31.6,124,0,0,0,0,0,0,49580.4,9.299999999999955,3918.4
3,300.1,309.4,1434,47.3,127,0,0,0,0,0,0,67828.2,9.299999999999955,6007.099999999999
3,300.2,309.5,1417,41.1,129,0,0,0,0,0,0,58238.700000000004,9.300000000000011,5301.900000000001
3,300.2,309.5,1729,28.4,131,0,0,0,0,0,0,49103.6,9.300000000000011,3720.3999999999996
3,300.2,309.5,1356,51.1,133,0,0,0,0,0,0,69291.6,9.300000000000011,6796.3
3,300.2,309.5,1436,48.8,135,0,0,0,0,0,0,70076.8,9.300000000000011,6588.0
2,300.3,309.6,1419,42.5,137,0,0,0,0,0,0,60307.5,9.300000000000011,5822.5
3,300.3,309.6,1593,38.1,140,0,0,0,0,0,0,60693.3,9.300000000000011,5334.0
2,300.3,309.5,1320,62.2,142,0,0,0,0,0,0,82104.0,9.199999999999989,8832.4
2,300.3,309.5,1448,42.4,145,0,0,0,0,0,0,61395.2,9.199999999999989,6148.0
3,300.3,309.4,1470,33.5,148,0,0,0,0,0,0,49245.0,9.099999999999966,4958.0
2,300.3,309.4,1612,33.1,150,0,0,0,0,0,0,53357.200000000004,9.099999999999966,4965.0
3,300.4,309.4,1412,51.6,153,0,0,0,0,0,0,72859.2,9.0,7894.8
2,300.4,309.4,1875,23.9,155,0,0,0,0,0,0,44812.5,9.0,3704.5
3,300.3,309.3,1612,36.0,158,0,0,0,0,0,0,58032.0,9.0,5688.0
2,300.4,309.3,1411,41.6,160,0,0,0,0,0,0,58697.6,8.900000000000034,6656.0
2,300.3,309.2,1490,47.9,163,0,0,0,0,0,0,71371.0,8.899999999999977,7807.7
2,300.4,309.3,1467,40.3,166,0,0,0,0,0,0,59120.1,8.900000000000034,6689.799999999999
3,300.3,309.2,1807,26.4,169,0,0,0,0,0,0,47704.799999999996,8.899999999999977,4461.599999999999
3,300.3,309.1,1368,46.0,171,0,0,0,0,0,0,62928.0,8.800000000000011,7866.0
3,300.3,309.2,1572,32.0,173,0,0,0,0,0,0,50304.0,8.899999999999977,5536.0
2,300.3,309.1,1458,44.3,175,0,0,0,0,0,0,64589.399999999994,8.800000000000011,7752.499999999999
3,300.3,309.1,1699,30.3,178,0,0,0,0,0,0,51479.700000000004,8.800000000000011,5393.400000000001
3,300.3,309.3,1478,39.5,180,0,0,0,0,0,0,58381.0,9.0,7110.0
2,300.4,309.4,1362,42.1,182,0,0,0,0,0,0,57340.200000000004,9.0,7662.2
1,300.4,309.4,1487,38.9,185,0,0,0,0,0,0,57844.299999999996,9.0,7196.5
3,300.3,309.4,1705,29.4,190,0,0,0,0,0,0,50127.0,9.099999999999966,5586.0
3,300.3,309.3,1345,53.5,192,0,0,0,0,0,0,71957.5,9.0,10272.0
3,300.3,309.2,1532,40.2,194,0,0,0,0,0,0,61586.4,8.899999999999977,7798.8
3,300.3,309.2,1650,35.2,196,0,0,0,0,0,0,58080.00000000001,8.899999999999977,6899.200000000001
3,300.3,309.2,1398,54.4,198,0,0,0,0,0,0,76051.2,8.899999999999977,10771.199999999999
3,300.3,309.2,1412,44.8,200,0,0,0,0,0,0,63257.6,8.899999999999977,8960.0
3,300.4,309.3,1525,39.6,202,0,0,0,0,0,0,60390.0,8.900000000000034,7999.200000000001
2,300.3,309.3,1391,57.9,204,0,0,0,0,0,0,80538.9,9.0,11811.6
3,300.4,309.3,1766,28.2,207,0,0,0,0,0,0,49801.2,8.900000000000034,5837.4
3,300.4,309.3,1671,35.0,209,0,0,0,0,0,0,58485.0,8.900000000000034,7315.0
3,300.5,309.3,1373,48.8,211,0,0,0,0,0,0,67002.4,8.800000000000011,10296.8
2,300.5,309.4,1347,50.1,213,0,0,0,0,0,0,67484.7,8.899999999999977,10671.300000000001
2,300.5,309.3,1539,39.1,216,0,0,0,0,0,0,60174.9,8.800000000000011,8445.6
3,300.5,309.3,1470,40.8,219,0,0,0,0,0,0,59975.99999999999,8.800000000000011,8935.199999999999
3,300.5,309.3,1528,37.0,221,0,0,0,0,0,0,56536.0,8.800000000000011,8177.0
1,300.5,309.3,1471,45.2,223,0,0,0,0,0,0,66489.2,8.800000000000011,10079.6
2,300.4,309.2,1528,37.2,228,0,0,0,0,0,0,56841.600000000006,8.800000000000011,8481.6
3,300.5,309.3,1417,51.5,231,1,0,0,0,1,0,72975.5,8.800000000000011,11896.5
3,300.6,309.4,1549,43.4,233,0,0,0,0,0,0,67226.59999999999,8.799999999999955,10112.199999999999
1,300.6,309.4,1463,49.2,235,0,0,0,0,0,0,71979.6,8.799999999999955,11562.0
3,300.7,309.5,1479,43.6,240,0,0,0,0,0,0,64484.4,8.800000000000011,10464.0
3,300.6,309.5,1867,23.0,242,0,0,0,0,0,0,42941.0,8.899999999999977,5566.0
3,300.6,309.4,1471,44.1,244,0,0,0,0,0,0,64871.1,8.799999999999955,10760.4
1,300.6,309.4,1380,47.6,246,1,1,0,0,0,0,65688.0,8.799999999999955,11709.6
1,300.7,309.7,1623,32.7,0,0,0,0,0,0,0,53072.100000000006,9.0,0.0
3,300.8,309.7,1997,20.7,5,0,0,0,0,0,0,41337.9,8.899999999999977,103.5
1,300.7,309.6,1390,48.5,7,0,0,0,0,0,0,67415.0,8.900000000000034,339.5
3,300.8,309.7,1418,46.6,12,0,0,0,0,0,0,66078.8,8.899999999999977,559.2
3,300.8,309.7,1519,35.8,14,0,0,0,0,0,0,54380.2,8.899999999999977,501.19999999999993
2,300.8,309.7,1519,39.7,16,0,0,0,0,0,0,60304.3,8.899999999999977,635.2
2,300.7,309.6,1536,37.2,19,0,0,0,0,0,0,57139.200000000004,8.900000000000034,706.8000000000001
3,300.8,309.6,1680,28.7,22,0,0,0,0,0,0,48216.0,8.800000000000011,631.4
1,300.6,309.4,1555,37.9,24,0,0,0,0,0,0,58934.5,8.799999999999955,909.5999999999999
3,300.6,309.5,1471,49.6,29,0,0,0,0,0,0,72961.6,8.899999999999977,1438.4
2,300.5,309.4,1877,23.8,31,0,0,0,0,0,0,44672.6,8.899999999999977,737.8000000000001
2,300.5,309.3,1578,30.5,34,0,0,0,0,0,0,48129.0,8.800000000000011,1037.0
2,300.5,309.4,1655,32.1,37,0,0,0,0,0,0,53125.5,8.899999999999977,1187.7
1,300.5,309.4,1502,34.3,40,0,0,0,0,0,0,51518.6,8.899999999999977,1372.0
2,300.6,309.4,1367,63.2,45,1,0,0,1,0,0,86394.40000000001,8.799999999999955,2844.0
3,300.7,309.5,1541,37.2,48,0,0,0,0,0,0,57325.200000000004,8.800000000000011,1785.6000000000001
2,300.6,309.6,1588,37.0,50,0,0,0,0,0,0,58756.0,9.0,1850.0
3,300.6,309.6,1684,32.8,53,0,0,0,0,0,0,55235.2,9.0,1738.3999999999999
3,300.6,309.5,1437,40.0,55,0,0,0,0,0,0,57480.0,8.899999999999977,2200.0
3,300.6,309.6,1409,42.4,57,0,0,0,0,0,0,59741.6,9.0,2416.7999999999997
2,300.5,309.5,1320,49.9,59,0,0,0,0,0,0,65868.0,9.0,2944.1
1,300.5,309.5,1635,34.2,62,0,0,0,0,0,0,55917.00000000001,9.0,2120.4
2,300.5,309.5,1691,27.6,67,0,0,0,0,0,0,46671.600000000006,9.0,1849.2
2,300.6,309.6,1365,50.0,70,0,0,0,0,0,0,68250.0,9.0,3500.0
2,300.7,309.7,1523,38.2,73,0,0,0,0,0,0,58178.600000000006,9.0,2788.6000000000004
3,300.6,309.7,1593,32.4,76,0,0,0,0,0,0,51613.2,9.099999999999966,2462.4
3,300.6,309.6,1682,30.7,78,0,0,0,0,0,0,51637.4,9.0,2394.6
3,300.7,309.6,1329,54.3,80,0,0,0,0,0,0,72164.7,8.900000000000034,4344.0
2,300.7,309.6,1568,35.2,82,0,0,0,0,0,0,55193.600000000006,8.900000000000034,2886.4
3,300.7,309.6,1733,24.8,85,0,0,0,0,0,0,42978.4,8.900000000000034,2108.0
2,300.7,309.6,1473,48.1,87,0,0,0,0,0,0,70851.3,8.900000000000034,4184.7
2,300.7,309.5,1633,31.3,90,0,0,0,0,0,0,51112.9,8.800000000000011,2817.0
2,300.6,309.5,1530,40.2,93,0,0,0,0,0,0,61506.00000000001,8.899999999999977,3738.6000000000004
2,300.6,309.5,1550,40.2,96,0,0,0,0,0,0,62310.00000000001,8.899999999999977,3859.2000000000003
3,300.6,309.4,1410,40.6,99,0,0,0,0,0,0,57246.0,8.799999999999955,4019.4
3,300.5,309.3,1574,33.5,101,0,0,0,0,0,0,52729.0,8.800000000000011,3383.5
3,300.6,309.4,1425,40.3,103,0,0,0,0,0,0,57427.49999999999,8.799999999999955,4150.9
2,300.6,309.4,1541,35.2,105,0,0,0,0,0,0,54243.200000000004,8.799999999999955,3696.0000000000005
2,300.7,309.5,1733,26.7,108,0,0,0,0,0,0,46271.1,8.800000000000011,2883.6
3,300.6,309.4,2496,13.5,111,0,0,0,0,0,0,33696.0,8.799999999999955,1498.5
3,300.6,309.4,1552,36.4,113,0,0,0,0,0,0,56492.799999999996,8.799999999999955,4113.2
3,300.6,309.3,1409,38.7,115,0,0,0,0,0,0,54528.3,8.699999999999989,4450.5
2,300.6,309.4,1581,35.7,117,0,0,0,0,0,0,56441.700000000004,8.799999999999955,4176.900000000001
3,300.7,309.5,1251,59.9,120,0,0,0,0,0,0,74934.9,8.800000000000011,7188.0
3,300.7,309.6,1500,44.1,122,0,0,0,0,0,0,66150.0,8.900000000000034,5380.2
3,300.6,309.5,1576,38.8,124,0,0,0,0,0,0,61148.799999999996,8.899999999999977,4811.2
2,300.7,309.5,1352,44.0,126,0,0,0,0,0,0,59488.0,8.800000000000011,5544.0
3,300.7,309.6,1661,30.3,129,0,0,0,0,0,0,50328.3,8.900000000000034,3908.7000000000003
3,300.7,309.6,1541,34.6,131,0,0,0,0,0,0,53318.600000000006,8.900000000000034,4532.6
1,300.6,309.6,1888,20.5,133,0,0,0,0,0,0,38704.0,9.0,2726.5
3,300.5,309.5,1255,62.1,138,0,0,0,0,0,0,77935.5,9.0,8569.800000000001
3,300.6,309.6,1411,41.6,140,0,0,0,0,0,0,58697.6,9.0,5824.0
3,300.6,309.5,1516,39.0,142,0,0,0,0,0,0,59124.0,8.899999999999977,5538.0
2,300.6,309.5,1492,34.0,144,0,0,0,0,0,0,50728.0,8.899999999999977,4896.0
3,300.6,309.6,1726,30.0,147,0,0,0,0,0,0,51780.0,9.0,4410.0
3,300.7,309.7,1598,33.7,149,0,0,0,0,0,0,53852.600000000006,9.0,5021.3
3,300.8,309.8,1657,31.1,151,0,0,0,0,0,0,51532.700000000004,9.0,4696.1
3,300.8,309.7,1481,38.1,153,0,0,0,0,0,0,56426.1,8.899999999999977,5829.3
2,300.7,309.7,1397,51.3,155,0,0,0,0,0,0,71666.09999999999,9.0,7951.5
3,300.8,309.7,1461,44.3,158,0,0,0,0,0,0,64722.299999999996,8.899999999999977,6999.4
2,300.7,309.6,1388,51.1,160,0,0,0,0,0,0,70926.8,8.900000000000034,8176.0
3,300.7,309.7,1507,52.4,163,0,0,0,0,0,0,78966.8,9.0,8541.199999999999
2,300.7,309.6,1421,49.8,165,0,0,0,0,0,0,70765.8,8.900000000000034,8217.0
2,300.8,309.7,1258,54.9,168,0,0,0,0,0,0,69064.2,8.899999999999977,9223.199999999999
2,300.8,309.7,1482,39.0,171,0,0,0,0,0,0,57798.0,8.899999999999977,6669.0
1,300.7,309.6,1403,51.3,174,0,0,0,0,0,0,71973.9,8.900000000000034,8926.199999999999
3,300.8,309.7,1373,45.4,179,0,0,0,0,0,0,62334.2,8.899999999999977,8126.599999999999
3,300.9,309.7,1460,42.1,181,0,0,0,0,0,0,61466.0,8.800000000000011,7620.1
2,300.8,309.7,1751,27.9,183,0,0,0,0,0,0,48852.899999999994,8.899999999999977,5105.7
2,300.8,309.6,1546,42.3,186,0,0,0,0,0,0,65395.799999999996,8.800000000000011,7867.799999999999
2,300.8,309.7,1680,28.2,189,0,0,0,0,0,0,47376.0,8.899999999999977,5329.8
2,300.9,309.7,1394,48.8,192,0,0,0,0,0,0,68027.2,8.800000000000011,9369.599999999999
3,300.7,309.6,1810,26.0,195,0,0,0,0,0,0,47060.0,8.900000000000034,5070.0
3,300.7,309.5,1479,34.5,197,0,0,0,0,0,0,51025.5,8.800000000000011,6796.5
3,300.9,309.7,1431,41.4,199,0,0,0,0,0,0,59243.4,8.800000000000011,8238.6
3,300.9,309.7,2355,14.4,201,0,0,0,0,0,0,33912.0,8.800000000000011,2894.4
2,300.7,309.6,1996,19.8,203,1,1,0,0,0,0,39520.8,8.900000000000034,4019.4
3,300.7,309.5,1461,49.9,0,0,0,0,0,0,0,72903.9,8.800000000000011,0.0
1,300.7,309.5,2007,19.7,2,0,0,0,0,0,0,39537.9,8.800000000000011,39.4
3,300.7,309.6,1505,34.9,7,0,0,0,0,0,0,52524.5,8.900000000000034,244.29999999999998
1,300.7,309.6,1925,20.5,9,0,0,0,0,0,0,39462.5,8.900000000000034,184.5
2,300.7,309.5,1622,30.5,14,0,0,0,0,0,0,49471.0,8.800000000000011,427.0
3,300.7,309.5,1592,29.0,17,0,0,0,0,0,0,46168.0,8.800000000000011,493.0
3,300.7,309.5,1850,24.5,19,0,0,0,0,0,0,45325.0,8.800000000000011,465.5
2,300.7,309.5,1470,48.7,21,0,0,0,0,0,0,71589.0,8.800000000000011,1022.7
2,300.7,309.5,1445,46.4,24,0,0,0,0,0,0,67048.0,8.800000000000011,1113.6
3,300.7,309.5,1685,31.1,27,0,0,0,0,0,0,52403.5,8.800000000000011,839.7
1,300.7,309.5,1667,30.5,29,0,0,0,0,0,0,50843.5,8.800000000000011,884.5
3,300.7,309.5,1578,35.4,34,0,0,0,0,0,0,55861.2,8.800000000000011,1203.6
1,300.6,309.4,1691,28.0,36,0,0,0,0,0,0,47348.0,8.799999999999955,1008.0
2,300.7,309.5,1439,43.8,41,0,0,0,0,0,0,63028.2,8.800000000000011,1795.8
2,300.8,309.6,1404,38.7,44,0,0,0,0,0,0,54334.8,8.800000000000011,1702.8000000000002
3,300.8,309.6,1498,45.8,47,0,0,0,0,0,0,68608.4,8.800000000000011,2152.6
2,300.8,309.5,1481,44.5,49,0,0,0,0,0,0,65904.5,8.699999999999989,2180.5
2,300.7,309.4,1589,35.0,52,0,0,0,0,0,0,55615.0,8.699999999999989,1820.0
3,300.7,309.5,1467,44.3,55,0,0,0,0,0,0,64988.1,8.800000000000011,2436.5
3,300.6,309.4,1654,32.8,57,0,0,0,0,0,0,54251.2,8.799999999999955,1869.6
3,300.7,309.5,1508,39.9,59,0,0,0,0,0,0,60169.2,8.800000000000011,2354.1
2,300.7,309.6,1439,43.0,61,0,0,0,0,0,0,61877.0,8.900000000000034,2623.0
3,300.7,309.5,1692,30.3,64,0,0,0,0,0,0,51267.6,8.800000000000011,1939.2
2,300.7,309.5,1838,24.9,66,0,0,0,0,0,0,45766.2,8.800000000000011,1643.3999999999999
3,300.6,309.3,1601,40.2,69,0,0,0,0,0,0,64360.200000000004,8.699999999999989,2773.8
3,300.6,309.4,1369,51.6,71,0,0,0,0,0,0,70640.40000000001,8.799999999999955,3663.6
2,300.6,309.4,1312,45.2,73,0,0,0,0,0,0,59302.4,8.799999999999955,3299.6000000000004
3,300.6,309.4,1468,44.1,76,0,0,0,0,0,0,64738.8,8.799999999999955,3351.6
2,300.6,309.4,1452,39.4,78,0,0,0,0,0,0,57208.799999999996,8.799999999999955,3073.2
2,300.7,309.5,1393,43.9,81,0,0,0,0,0,0,61152.7,8.800000000000011,3555.9
2,300.6,309.4,1432,44.2,84,0,0,0,0,0,0,63294.4,8.799999999999955,3712.8
2,300.6,309.3,1510,46.0,87,0,0,0,0,0,0,69460.0,8.699999999999989,4002.0
2,300.6,309.4,1521,37.2,90,0,0,0,0,0,0,56581.200000000004,8.799999999999955,3348.0000000000005
1,300.5,309.4,1360,46.2,93,0,0,0,0,0,0,62832.00000000001,8.899999999999977,4296.6
2,300.5,309.3,1881,25.5,98,0,0,0,0,0,0,47965.5,8.800000000000011,2499.0
3,300.4,309.3,1413,50.3,101,0,0,0,0,0,0,71073.9,8.900000000000034,5080.299999999999
1,300.5,309.4,1642,36.2,103,0,0,0,0,0,0,59440.4,8.899999999999977,3728.6000000000004
3,300.5,309.5,1542,38.5,108,0,0,0,0,0,0,59367.0,9.0,4158.0
3,300.4,309.5,1447,39.3,110,0,0,0,0,0,0,56867.1,9.100000000000023,4323.0
1,300.4,309.4,1530,40.4,112,0,0,0,0,0,0,61812.0,9.0,4524.8
3,300.5,309.5,1795,27.7,117,0,0,0,0,0,0,49721.5,9.0,3240.9
3,300.6,309.6,1290,57.4,119,0,0,0,0,0,0,74046.0,9.0,6830.599999999999
3,300.6,309.7,1639,30.4,121,0,0,0,0,0,0,49825.6,9.099999999999966,3678.3999999999996
3,300.7,309.8,1596,31.5,123,0,0,0,0,0,0,50274.0,9.100000000000023,3874.5
3,300.6,309.8,1455,48.0,125,0,0,0,0,0,0,69840.0,9.199999999999989,6000.0
2,300.6,309.8,1659,28.9,127,0,0,0,0,0,0,47945.1,9.199999999999989,3670.2999999999997
2,300.6,309.8,1532,42.5,130,0,0,0,0,0,0,65110.0,9.199999999999989,5525.0
3,300.6,309.8,1502,42.4,133,0,0,0,0,0,0,63684.799999999996,9.199999999999989,5639.2
3,300.6,309.8,1688,28.6,135,0,0,0,0,0,0,48276.8,9.199999999999989,3861.0
2,300.5,309.7,1341,50.9,137,0,0,0,0,0,0,68256.9,9.199999999999989,6973.3
2,300.5,309.7,1685,29.4,140,0,0,0,0,0,0,49539.0,9.199999999999989,4116.0
2,300.5,309.8,1370,55.9,143,0,0,0,0,0,0,76583.0,9.300000000000011,7993.7
3,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,76702.5,9.300000000000011,7665.0
3,300.5,309.8,1550,37.4,148,0,0,0,0,0,0,57970.0,9.300000000000011,5535.2
2,300.5,309.8,1508,37.8,150,0,0,0,0,0,0,57002.399999999994,9.300000000000011,5670.0
3,300.5,309.8,1345,62.7,153,0,0,0,0,0,0,84331.5,9.300000000000011,9593.1
3,300.5,309.7,1616,34.5,155,0,0,0,0,0,0,55752.0,9.199999999999989,5347.5
3,300.5,309.7,1395,61.0,157,0,0,0,0,0,0,85095.0,9.199999999999989,9577.0
1,300.5,309.8,1324,72.8,159,1,0,0,1,0,0,96387.2,9.300000000000011,11575.199999999999
3,300.5,309.8,1445,43.9,164,0,0,0,0,0,0,63435.5,9.300000000000011,7199.599999999999
2,300.5,309.8,1555,38.9,166,0,0,0,0,0,0,60489.5,9.300000000000011,6457.4
2,300.6,309.9,1449,42.4,169,0,0,0,0,0,0,61437.6,9.299999999999955,7165.599999999999
2,300.5,309.9,1466,53.2,172,0,0,0,0,0,0,77991.2,9.399999999999977,9150.4
3,300.5,309.9,1503,37.4,175,0,0,0,0,0,0,56212.2,9.399999999999977,6545.0
